HR,Name,DM,HD,SAO,FK5,IFflag,r_IFflag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs19000,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
113,,BD+59   68,2626,21457,,,,,412,,,00,24,44.9,+,59,25,30,00,30,19.9,+,59,58,38,120.29,-02.79,5.94,,,+0.01,,-0.36,,,,B9IIIn,,+0.017,-0.012,D,+.002,-017,V,,225,:,2.2,0.5,AB,3,*
114,28    And,BD+28   75,2628,74041,,,,,409,,GN And,00,24,50.6,+,29,12,01,00,30,07.3,+,29,45,06,117.42,-32.89,5.23,,,+0.24,,+0.09,,,,A7III,,+0.041,-0.054,,+.001,-010,,,21,,7.1,139.3,AC,3,*
115,,BD-15   84,2630,147307,2030,,,,,,,00,24,47.8,-,15,24,58,00,29,51.9,-,14,51,51,99.58,-76.75,6.14,,,+0.37,,,,,,F2III,,+0.144,-0.032,,,+003,,,42,,,,,,*
116,,CD-32  154,2632,192567,,,,,,,,00,24,51.6,-,32,40,05,00,29,48.9,-,32,07,00,344.92,-83.15,6.57,,,+1.34,,,,,,K4III,,-0.004,-0.054,,,+001,,,,,,,,,
117,12    Cet,BD-04   54,2637,128791,13,I,,,410,,,00,24,56.1,-,04,30,35,00,30,02.4,-,03,57,26,109.57,-66.27,5.72,,,+1.56,,+1.91,,,,M0III,,+0.011,-0.012,,,+005,V?,,,,5.6,10.6,,,*
118,,CD-24  179,2696,166318,14,,,,,,,00,25,22.7,-,24,20,27,00,30,22.7,-,23,47,16,66.87,-84.19,5.19,,,+0.12,,,,,,A5Vn,,-0.024,+0.013,,+.018,-000,SB,,,,,,,,*
119,,CD-41  116,2724,215120,,,,,,,BB Phe,00,25,34.7,-,41,29,34,00,30,27.8,-,40,56,22,318.97,-75.53,6.19,,,+0.33,,+0.14,,,,F2III,,-0.001,+0.021,,,-005,,,,,,,,,*
120,,CD-48  102,2726,215119,,,,,,,,00,25,35.8,-,48,45,55,00,30,26.1,-,48,12,54,312.52,-68.52,5.69,,,+0.35,,+0.05,,,,F2V,,+0.129,-0.088,,,+002,,,,,,,,,
121,13    Cas,BD+65   67,2729,11243,,,,,,,,00,25,39.8,+,65,58,02,00,31,25.3,+,66,31,10,120.94,3.73,6.18,,,-0.10,,-0.47,,,,B6V,,+0.023,-0.006,,,-010,,,,,,,,,*
122,,BD+32   80,2767,53956,,,,W,,,,00,26,06.8,+,33,01,47,00,31,25.6,+,33,34,54,118.16,-29.10,5.87,,,+1.14,,,,,,K1III,,+0.047,-0.019,,,+009,SB,,,,2.4,56.4,,,
123,14Lam Cas,BD+53   82,2772,21489,,,,,434,,,00,26,15.1,+,53,58,13,00,31,46.4,+,54,31,20,120.05,-08.24,4.73,,,-0.10,,-0.35,,-0.12,,B8Vn,,+0.045,-0.010,,+.030,-012,V,,,,0.2,0.5,,,*
124,,BD+52   92,2774,21486,,I,,,,,,00,26,12.4,+,52,17,15,00,31,41.2,+,52,50,22,119.91,-09.92,5.60,,,+1.15,,+1.13,,,,K2III,,-0.053,-0.019,,+.008,-052,SB,,,,,,,,
125,Lam1Phe,CD-49  115,2834,215131,15,,,W,,,,00,26,35.6,-,49,21,23,00,31,25.0,-,48,48,13,311.75,-67.98,4.77,,,+0.02,,+0.04,,,,A0V,,+0.143,+0.017,,+.027,-002,SB,,109,,8.8,30.3,,,*
126,Bet1Tuc,CP-63   50,2884,248201,,,,W,,A,,00,26,57.7,-,63,30,33,00,31,32.7,-,62,57,29,306.78,-54.02,4.37,,,-0.07,,-0.17,,-0.07,,B9V,,+0.090,-0.054,,+.030,+014,SB,,173,,0.2,27.0,AC,6,*
127,Bet2Tuc,CP-63   50,2885,248202,,,,W,,C,,00,26,58.4,-,63,31,00,00,31,33.6,-,62,57,57,306.78,-54.01,4.54,,,+0.15,,+0.03,,+0.08,,A2V+A7V,,+0.101,-0.056,,+.030,+010,,,50,,0.2,27.0,AC,6,*
128,,BD+42   99,2888,36453,,,,,,,,00,27,03.0,+,42,56,35,00,32,26.8,+,43,29,41,119.29,-19.24,6.70,,,-0.01,,-0.20,,,,A1Vn,,+0.018,-0.010,,,-015,SB,,265,,,,,,*
129,,BD+70   24,2904,4142,2034,,,,,,,00,27,20.9,+,70,25,48,00,33,19.3,+,70,58,54,121.44,8.16,6.42,,,-0.01,,-0.06,,,,A0Vn,,+0.028,-0.004,,,-010,,,154,,,,,,
130,15Kap Cas,BD+62  102,2905,11256,16,,,,,,Kap Cas,00,27,18.6,+,62,22,48,00,33,00.0,+,62,55,54,120.84,0.14,4.16,,,+0.14,,-0.80,,+0.06,,B1Ia,e,+0.003,-0.003,,,-002,SB,,62,,,,,,*
131,52    Psc,BD+19   79,2910,74084,2033,,,,452,,,00,27,20.8,+,19,44,37,00,32,35.5,+,20,17,40,116.94,-42.36,5.38,,,+1.08,,+0.96,,,,K0III,,+0.135,-0.047,,+.032,-013,V,,,,6.8,49.6,,,
132,51    Psc,BD+06   64,2913,109262,2032,,,,449,,Var?,00,27,14.1,+,06,24,12,00,32,23.8,+,06,57,20,114.55,-55.61,5.67,,,0.00,,-0.17,,,,B9.5V,,+0.035,+0.002,,,+017,,,125,,0.7,0.0,O,4,*
133,,BD+26   76,2924,74083,,,,,,,,00,27,18.2,+,27,01,44,00,32,34.5,+,27,34,50,117.82,-35.10,6.67,,,,,,,,,A2IV,,-0.017,-0.015,,,+002,,,,,,,,,
134,,BD+27   84,2942,74090,,,,,455,,,00,27,32.4,+,27,43,41,00,32,49.1,+,28,16,49,117.96,-34.41,6.30,,,+1.00,,+0.73,,,,K0III,,-0.006,+0.007,,+.006,-012,SB,,,,4.9,8.5,AB,3,*
135,,BD+54  101,2952,21512,,,,,,,,00,27,37.3,+,54,20,39,00,33,10.4,+,54,53,42,120.28,-07.88,5.93,,,+1.04,,+0.84,,,,K0III,,+0.071,-0.042,,,-035,,,,,,,,,
136,Bet3Tuc,CP-63   52,3003,248208,,,,W,,,,00,28,10.4,-,63,34,56,00,32,43.8,-,63,01,52,306.54,-53.97,5.09,,,+0.04,,+0.02,,,,A0V,,+0.081,-0.038,,+.049,+005,V,,84,,0.2,0.1,,,*
137,16    Cas,BD+65   70,3038,11265,,,,,,,,00,28,35.1,+,66,11,56,00,34,24.9,+,66,45,01,121.25,3.93,6.48,,,-0.08,,-0.32,,,,B9III,,+0.021,0.000,,,-016,SB,,,,,,,,
138,,CD-30  156,3059,166367,1013,I,,,,,,00,28,44.3,-,30,06,33,00,33,41.1,-,29,33,30,0.01,-85.40,5.55,,,+1.27,,+1.23,,,,K2III,,-0.026,-0.030,,,-009,SB,,,,,,,,*
139,The Tuc,CP-71   20,3112,255679,2035,,,,,,The Tuc,00,29,08.9,-,71,49,04,00,33,23.3,-,71,15,58,305.01,-45.79,6.13,,,+0.23,,+0.20,,,,A7IV,,+0.067,-0.012,,,+002,,,52,,,,,,*
140,,CP-53  117,3158,232091,1014,,,,,,,00,29,42.3,-,52,55,32,00,34,27.8,-,52,22,23,308.97,-64.55,5.57,,,+0.47,,0.00,,,,F3IV-V,,+0.230,+0.032,,+.038,+035,,,,,,,,,
141,,BD+12   57,3166,91980,,,,,,,,00,29,44.1,+,12,49,17,00,34,55.3,+,13,22,16,116.77,-49.30,6.40,,,,,,,,,K0,,-0.090,-0.057,,,-019,V,,,,,,,,
142,13    Cet,BD-04   62,3196,128839,,,,,490,,212,00,30,06.0,-,04,08,36,00,35,14.9,-,03,35,34,112.89,-66.15,5.20,,,+0.56,,+0.08,,,,F8V,,+0.413,-0.026,,+.060,+009,SBO,,18,,0.7,0.3,AB,3,*
143,14    Cet,BD-01   68,3229,128843,2036,,,,,,,00,30,24.7,-,01,03,18,00,35,32.8,-,00,30,20,114.12,-63.10,5.93,,,+0.44,,-0.02,,,,F5IV,,+0.146,-0.066,,,+006,V,=<,10,,,,,,
144,,BD+53  102,3240,21551,,,,,,,,00,30,34.1,+,53,37,03,00,36,08.3,+,54,10,07,120.67,-08.64,5.08,,,-0.11,,-0.36,,,,B7III,,+0.022,0.000,,,+001,V,,58,,,,,,
145,,BD+12   59,3268,91990,,,,,,,,00,30,43.9,+,12,39,40,00,35,54.7,+,13,12,24,117.11,-49.49,6.41,,,+0.52,,-0.05,,,,F7V,,-0.143,-0.189,,+.020,-025,,=<,15,,,,,,
146,,BD+59   84,3283,11291,,,,,,,,00,30,46.0,+,59,46,32,00,36,27.3,+,60,19,34,121.08,-02.49,5.79,,,+0.29,,+0.29,,,,A4III,,-0.001,-0.003,,,-009,V?,,,,,,,,*
147,Lam2Phe,CD-48  121,3302,215157,,,,,,,,00,30,55.0,-,48,32,57,00,35,41.1,-,48,00,03,310.27,-68.90,5.51,,,+0.44,,-0.01,,,,F6V,,+0.045,-0.104,,,+008,,,0,,,,,,
148,,CP-55  117,3303,232099,,,,,,,219,00,30,53.4,-,55,22,17,00,35,33.4,-,54,49,19,307.83,-62.16,6.06,,,+1.01,,,,,,K0IV,,+0.027,-0.054,,,-010,,,,,,,,,
149,,BD+26   91,3322,74136,,,,,,,221,00,31,02.6,+,26,42,15,00,36,20.0,+,27,15,17,118.81,-35.50,6.50,,,-0.09,,-0.39,,,,B8IIIpHgMn:,,+0.011,-0.016,,,+001,SB?,,28,,,,,,*
150,,BD-15  109,3325,147360,,,,,,,,00,31,01.5,-,15,31,20,00,36,03.0,-,14,58,25,105.75,-77.33,6.45,,,+1.06,,+0.91,,,,G9III,,-0.083,-0.079,,,+012,V?,,,,,,,,
151,,CD-23  220,3326,166400,2037,,,,,,BG Cet,00,31,08.3,-,23,23,31,00,36,06.9,-,22,50,33,83.10,-84.48,6.06,,,+0.29,,,,,,A6pSr,,-0.072,-0.052,,,+013,,,,,,,,,*
152,,BD+43  113,3346,36509,,I,,,,,,00,31,20.1,+,43,56,13,00,36,46.6,+,44,29,19,120.18,-18.31,5.13,,,+1.60,,+1.97,,,,K5-M0III,,-0.023,+0.033,,+.007,-033,V,<,17,,,,,,
153,17Zet Cas,BD+53  105,3360,21566,17,,,,,,225,00,31,23.7,+,53,20,48,00,36,58.3,+,53,53,49,120.78,-08.91,3.66,,,-0.20,,-0.87,,-0.21,,B2IV,,+0.019,-0.009,,+.004,+002,SB?,,18,,,,,,*
154,29Pi  And,BD+32  101,3369,54033,18,,,,513,,227,00,31,32.2,+,33,10,08,00,36,52.9,+,33,43,10,119.47,-29.05,4.36,,,-0.14,,-0.55,,-0.12,,B5V,,+0.015,-0.004,,-.003,+009,SB1O,,34,,4.2,35.2,AB,3,*
155,53    Psc,BD+14   76,3379,91995,2039,,,,,,AG Psc,00,31,34.6,+,14,40,53,00,36,47.3,+,15,13,54,117.70,-47.49,5.89,,,-0.15,,-0.66,,,,B2.5IV,v,+0.002,-0.015,,,-009,SB,,,,,,,,*
156,,BD+23   84,3411,74148,,,,,,,,00,31,51.1,+,23,27,54,00,37,07.2,+,24,00,51,118.74,-38.74,6.47,R,,,,,,,,K2III,,-0.014,-0.044,,,-001,,,,,,,,,
157,,BD+34   86,3421,54038,,,,,,,,00,31,59.7,+,34,50,57,00,37,21.1,+,35,23,58,119.70,-27.38,5.48,,,+0.88,,+0.48,,,,G2.5IIa,,-0.016,-0.005,,,-000,,,,,,,,,
158,,BD+81   13,3440,106,3941,,,,,,235,00,32,12.4,+,81,56,30,00,39,47.3,+,82,29,38,122.53,19.63,6.40,,,+0.55,,-0.01,,,,dF6,,-0.111,+0.078,,+.028,-033,V,,,,,,,,
159,,CD-25  225,3443,166418,,,,,520,,,00,32,12.5,-,25,19,03,00,37,20.7,-,24,46,02,68.68,-86.03,5.57,,,+0.72,,+0.24,,+0.27,E,G8V,,+1.390,-0.012,,+.076,+017,SB2,,2,:,0.2,0.5,,,*
160,,CP-65   58,3444,248225,,,,,,,,00,32,13.2,-,65,40,29,00,36,37.4,-,65,07,29,305.46,-51.93,6.42,,,+1.26,,+1.38,,,,K2-3III,,+0.029,-0.020,,,+020,,,,,,,,,
161,,BD+02   80,3457,109315,2040,,,,,,,00,32,21.5,+,02,35,12,00,37,30.5,+,03,08,07,116.06,-59.55,6.39,,,+1.33,,+1.52,,+0.54,E,K4III,,+0.095,-0.061,,,+004,V,,,,,,,,*
162,,CP-55  130,3488,232114,,,,,,,,00,32,38.7,-,54,56,39,00,37,18.1,-,54,23,39,307.41,-62.61,6.41,,,+1.00,,,,,,K0II-IIICNIV,,+0.056,-0.021,,,-006,,,,,,,,,
163,30Eps And,BD+28  103,3546,74164,19,I,,,,,,00,33,16.1,+,28,46,08,00,38,33.3,+,29,18,42,119.57,-33.47,4.37,,,+0.87,,+0.47,,+0.51,,G6IIIFe-3CH1,,-0.227,-0.254,,+.031,-084,V,,9,,,,,,
164,,BD+48  192,3574,36550,,I,,,546,,,00,33,38.0,+,48,48,18,00,39,09.9,+,49,21,16,120.88,-13.47,5.43,,,+1.64,,,,,,K7III,,+0.008,-0.011,,,-008,V,,,,5.3,13.3,,,*
165,31Del And,BD+30   91,3627,54058,20,I,:,,548,,,00,33,58.7,+,30,18,50,00,39,19.7,+,30,51,39,119.87,-31.94,3.27,,,+1.28,,+1.48,,+0.66,,K3III,,+0.136,-0.091,,+.028,-007,SB1O,<,17,,8.2,28.7,AB,3,*
166,54    Psc,BD+20   85,3651,74175,,,,W,,,245,00,34,09.5,+,20,42,40,00,39,21.8,+,21,15,02,119.18,-41.53,5.87,,,+0.85,,+0.57,,+0.39,,K0+V,,-0.464,-0.370,,+.099,-034,V,,,,4.9,122.0,,,*
167,55    Psc,BD+20   87,3690,74182,,I,,,558,,,00,34,39.6,+,20,53,23,00,39,55.6,+,21,26,18,119.36,-41.35,5.36,,,+1.16,,+1.05,,,,K0III+F3V,,+0.028,-0.035,,+.009,-017,V,,,,3.2,6.6,,,*
168,18Alp Cas,BD+55  139,3712,21609,21,I,,,561,,Alp Cas,00,34,49.7,+,55,59,20,00,40,30.5,+,56,32,14,121.42,-06.30,2.23,,,+1.17,,+1.13,,+0.60,,K0IIIa,,+0.053,-0.032,,+.016,-004,V?,,21,,6.7,64.4,AD,4,*
169,,CP-73   42,3719,255690,,,,,,,,00,34,45.3,-,73,41,15,00,38,40.8,-,73,08,14,304.22,-43.96,6.85,,,+0.11,,+0.12,,+0.06,C,A1m,,-0.017,+0.020,,,+021,V?,,,,,,,,
170,,CD-34  224,3735,192663,,,,,,,Z Scl,00,35,02.6,-,34,30,28,00,39,57.9,-,33,57,42,322.13,-82.73,6.69,,,+0.51,,-0.03,,,,F8V,v,+0.333,-0.116,,+.020,-011,,,,,,,,,*
171,,CD-45  201,3750,215185,,,,,,,,00,35,05.9,-,45,20,46,00,39,52.0,-,44,47,48,309.65,-72.18,6.01,,,+1.14,,+1.09,,,,K1IIICNII,,+0.045,0.000,,,+008,,,,,,,,,
172,,BD-17  109,3794,147395,,,,W,,,,00,35,27.6,-,17,03,54,00,40,28.6,-,16,31,01,108.92,-79.09,6.49,,,+0.92,,+0.53,,,,G5,,+0.037,-0.040,,,+048,V,,,,2.5,105.0,AB,3,
173,,CD-24  263,3795,166475,,,,,,,,00,35,30.7,-,24,20,40,00,40,32.9,-,23,48,16,85.79,-85.86,6.14,,,+0.70,,+0.21,,,,G3V,,+0.644,-0.333,,+.043,-053,V,,,,,,,,
174,,BD-05  101,3807,128891,2042,,,W,,,,00,35,36.9,-,04,54,02,00,40,42.4,-,04,21,07,116.05,-67.08,5.91,,,+1.10,,+0.89,,,,K0III,,-0.013,-0.013,,,+035,V,,,,2.5,64.3,,,
175,32    And,BD+38   90,3817,54079,2043,,,,,,,00,35,41.7,+,38,54,35,00,41,07.2,+,39,27,31,120.76,-23.37,5.33,,,+0.89,,+0.60,,+0.46,,G8III,,-0.010,-0.007,,+.010,-005,V,<,17,,,,,,*
176,,CP-60   46,3823,232143,,,,,,,,00,35,45.2,-,60,00,58,00,40,26.4,-,59,27,16,305.56,-57.61,5.89,,,+0.55,,+0.01,,,,G1V,,+0.889,+0.448,,+.058,+002,,,,,,,,,
177,,BD+65   83,3856,11336,2045,,,,,,,00,36,05.6,+,65,35,57,00,42,03.4,+,66,08,51,121.98,3.29,5.83,,,+1.04,,+0.87,,,,G9III-IV,,-0.013,-0.009,,,-003,,,,,,,,,
178,,BD+23   94,3883,74200,2044,,,W,,,258,00,36,17.6,+,24,04,51,00,41,36.0,+,24,37,45,120.09,-38.19,6.04,,,+0.26,,+0.22,,+0.11,,A7m,,+0.107,-0.016,,,-015,,,25,,,,,,*
179,19Xi  Cas,BD+49  164,3901,21637,2046,,,,,,260,00,36,29.0,+,49,57,51,00,42,03.9,+,50,30,45,121.41,-12.33,4.80,,,-0.11,,-0.63,,-0.12,,B2V,,+0.015,-0.005,,,-010,SB1,,211,,,,,,*
180,Mu  Phe,CD-46  180,3919,215194,1015,,,,,,,00,36,36.0,-,46,38,02,00,41,19.6,-,46,05,06,308.31,-70.94,4.59,,,+0.97,,+0.72,,+0.52,,G8III,,-0.014,-0.002,,+.004,+019,V?,,,,,,,,*
181,,BD+57  132,3924,21642,,,,,,,,00,36,45.8,+,58,12,19,00,42,31.1,+,58,45,12,121.77,-04.10,6.17,,,-0.01,,-0.11,,,,B9.5III,,+0.036,-0.007,,,-003,,,100,,,,,,
182,M 31  And,,,,,,,,,,S And,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*
183,Xi  Phe,CP-57  143,3980,232152,,,,W,,,Xi  Phe,00,37,12.9,-,57,03,05,00,41,46.4,-,56,30,06,305.65,-60.57,5.70,,,+0.20,,,,,,ApSrEuCr,,+0.085,+0.044,,,+010,,,,,4.4,13.2,,,*
184,20Pi  Cas,BD+46  146,4058,36602,,,,,,,268,00,37,55.8,+,46,28,39,00,43,28.1,+,47,01,29,121.52,-15.82,4.94,,,+0.18,,+0.09,,,,A5V,,-0.020,-0.034,,+.023,+013,SB2O,,58,,,,,,*
185,Lam1Scl,CD-39  175,4065,192690,,,,W,,,,00,37,54.2,-,39,00,41,00,42,42.9,-,38,27,48,311.54,-78.52,6.06,,,-0.03,,-0.13,,,,A0V,,+0.003,-0.005,,,+010,V,,,,0.3,0.6,,,*
186,,CP-60   48,4088,248238,,,,,,,,00,38,12.5,-,60,48,35,00,42,41.8,-,60,15,45,304.92,-56.83,5.98,,,+1.32,,+1.45,,,,K5III,,+0.255,-0.045,,,+026,,,,,,,,,*
187,Rho Tuc,CP-66   47,4089,248237,2047,,,,,,,00,38,12.0,-,66,01,03,00,42,28.4,-,65,28,05,304.43,-51.63,5.39,,,+0.50,,+0.02,,,,F6V,,+0.053,+0.042,,+.038,+014,SBO,,0,,,,,,*
188,16Bet Cet,BD-18  115,4128,147420,22,I,,,,,272,00,38,34.2,-,18,32,08,00,43,35.4,-,17,59,12,111.31,-80.68,2.04,,,+1.02,,+0.87,,+0.51,,G9.5IIICH-1,,+0.234,+0.033,,+.061,+013,V?,,18,,,,,,*
189,,BD+47  181,4142,36617,,,,,,,,00,38,52.8,+,47,18,58,00,44,26.4,+,47,51,51,121.72,-14.99,5.67,,,-0.12,,-0.56,,,,B5V,,-0.026,+0.015,,,-060,SB,,177,,,,,,*
190,,BD-12  126,4145,147422,,,,,,,,00,38,47.9,-,12,33,14,00,43,50.2,-,12,00,42,115.84,-74.78,6.02,,,+1.10,,+1.09,,,,K2III-IV,,+0.007,-0.204,,,-009,V?,,,,,,,,
191,Eta Phe,CP-58   42,4150,232162,23,,,W,,,,00,38,51.7,-,58,00,41,00,43,21.2,-,57,27,47,305.08,-59.63,4.36,,,0.00,,-0.02,,0.00,,A0IV,,-0.006,+0.011,,+.046,+002,V,,96,,7.0,19.8,,,
192,21    Cas,BD+74   27,4161,4216,24,,,,624,,YZ Cas,00,39,02.2,+,74,26,29,00,45,39.0,+,74,59,17,122.55,12.12,5.66,,,+0.05,,+0.07,,,,A2IV,,-0.018,-0.026,,,+009,SBO,,27,,5.5,36.0,,,*
193,22Omi Cas,BD+47  183,4180,36620,25,,,,622,,Omi Cas,00,39,08.9,+,47,44,14,00,44,43.5,+,48,17,04,121.78,-14.57,4.54,,,-0.07,,-0.51,,-0.05,,B5IIIe,,+0.019,-0.008,,,-017,SB1O,,260,,7.2,33.6,,,*
194,17Phi1Cet,BD-11  128,4188,147423,2048,I,,,,,278,00,39,08.7,-,11,09,15,00,44,11.4,-,10,36,34,116.69,-73.39,4.76,,,+1.01,,+0.84,,+0.51,,K0III,v,-0.009,-0.113,,+.022,+001,,<,17,,,,,,*
195,Lam2Scl,CD-39  181,4211,192703,26,,,,,,,00,39,22.0,-,38,58,21,00,44,12.1,-,38,25,18,310.14,-78.60,5.90,,,+1.16,,+1.18,,,,K1III,,+0.244,+0.113,,+.010,+027,,,,,,,,,
196,,BD+54  143,4222,21677,,,,,625,,,00,39,35.0,+,54,40,27,00,45,17.2,+,55,13,18,122.05,-07.64,5.42,,,+0.04,,+0.04,,,,A2V s,,-0.025,+0.002,,+.012,-009,V,,59,,5.4,89.0,AC,3,*
197,,BD-22  127,4247,166528,,,,,,,,00,39,47.5,-,22,33,21,00,44,44.4,-,22,00,22,106.02,-84.66,5.24,,,+0.33,,,,,,F1III-IV,,-0.066,+0.083,,+.048,+012,,,32,,,,,,
198,,CD-43  207,4293,215221,1017,,,,,,,00,40,13.4,-,43,13,16,00,44,57.1,-,42,40,36,307.36,-74.40,5.94,,,+0.28,,,,,,F0V,,-0.086,-0.102,,,+010,SB,,,,,,,,
199,,CP-63   72,4294,248243,,,,W,,,,00,40,10.5,-,63,02,43,00,44,32.3,-,62,29,52,304.31,-54.61,6.07,,,+0.44,,+0.13,,,,F5III-IV,,+0.143,-0.005,,,-004,V?,,,,1.8,2.5,,,*
200,,BD+68   49,4295,11380,,,,,,,,00,40,22.1,+,68,46,42,00,46,39.0,+,69,19,30,122.50,6.46,6.33,R,,,,,,,,F3V,,+0.196,+0.001,,,-014,,,15,,,,,,
201,,BD-05  120,4301,128935,,I,,,,,,00,40,18.6,-,05,10,38,00,45,24.1,-,04,37,45,119.00,-67.46,6.15,,,+1.62,,+2.01,,,,M0III,,+0.028,+0.033,,,+007,V,,,,,,,,
202,,CP-54  166,4304,232168,2049,,,,,,,00,40,24.0,-,54,15,44,00,45,00.0,-,53,42,54,305.07,-63.39,6.15,,,+0.53,,-0.08,,,,F7III,,+0.230,0.000,,,+014,,,,,,,,,
203,18    Cet,BD-13  128,4307,147432,,,,W,,,,00,40,27.3,-,13,25,20,00,45,28.7,-,12,52,51,117.05,-75.68,6.15,,,+0.61,,+0.10,,,,G0V,,-0.034,-0.201,,,-013,,,,,6.3,69.5,,,*
204,,BD+54  148,4321,21689,,,,,,,,00,40,31.6,+,54,45,31,00,46,15.1,+,55,18,19,122.19,-07.56,6.52,,,,,,,,,A2III,,+0.015,-0.012,,,-008,,,,,,,,,
205,,BD+44  160,4335,36640,,,,,,,,00,40,38.4,+,44,18,53,00,46,10.9,+,44,51,41,121.95,-18.00,6.05,,,-0.07,,-0.27,,,,B9.5IIIpHgMnCr,,+0.028,-0.009,,,+000,SB,,25,,,,,,*
206,,BD-17  132,4338,147436,,,,,636,,,00,40,41.7,-,16,58,16,00,45,41.7,-,16,25,27,115.55,-79.21,6.47,,,+0.31,,,,,,F1IVn,,+0.014,-0.005,,,-000,,,,,3.0,3.0,,,
207,,BD+58  101,4362,21693,,,,,,,,00,40,52.4,+,59,01,40,00,46,42.4,+,59,34,28,122.33,-03.29,6.39,,,+1.09,,+0.77,,,,G0Ib,,-0.008,-0.001,,,-015,V,,,,,,,,
208,23    Cas,BD+74   29,4382,4226,,,,,,,,00,41,05.0,+,74,18,05,00,47,46.1,+,74,50,51,122.69,11.98,5.41,,,-0.08,,-0.39,,,,B8III,,+0.015,-0.009,,,-003,SB2O,,4,,,,,,*
209,,CD-48  176,4391,215232,,,,W,,,,00,41,04.1,-,48,06,04,00,45,45.6,-,47,33,06,305.68,-69.54,5.80,,,+0.64,,,,,,G1V,,+0.184,+0.086,,+.049,-011,,,,,7.7,14.3,,,
210,,CD-23  293,4398,166555,,,,,,,,00,41,13.6,-,23,04,07,00,46,11.8,-,22,31,19,108.14,-85.24,5.50,,,+0.98,,,,,,G3V,,+0.201,-0.006,,+.021,-015,V,,,,,,,,*
211,57    Psc,BD+14  111,4408,92072,,I,,,,,293,00,41,18.9,+,14,55,49,00,46,33.0,+,15,28,32,121.19,-47.38,5.38,,,+1.65,,+1.76,,,,M4IIIa,,-0.027,-0.044,,+.015,-027,V,,,,,,,,*
212,,BD+71   37,4440,4229,,,,,,,,00,41,36.8,+,72,07,41,00,48,09.1,+,72,40,30,122.68,9.80,5.87,,,+1.01,,+0.82,,,,K0IV,,+0.130,+0.024,,,+001,V,,,,,,,,
213,58    Psc,BD+11   96,4482,92080,2050,,,,,,,00,41,48.4,+,11,25,42,00,47,01.5,+,11,58,26,121.22,-50.88,5.50,,,+0.97,,,,,,G8II,,+0.058,-0.036,,,-001,,,,,,,,,
214,59    Psc,BD+18  101,4490,92082,2051,,,,,,XX Psc,00,41,56.4,+,19,01,56,00,47,13.6,+,19,34,44,121.57,-43.28,6.13,,,+0.27,,+0.18,,,,F0Vn,,+0.104,+0.011,,,+000,V?,,163,,,,,,*
215,34Zet And,BD+23  106,4502,74267,27,I,,W,,,Zet And,00,42,02.1,+,23,43,24,00,47,20.3,+,24,16,02,121.74,-38.59,4.06,,,+1.12,,+0.90,,+0.59,,K1IIe,,-0.100,-0.083,,+.037,-024,SB1O,,40,,5.6,162.7,AD,4,*
216,60    Psc,BD+05  104,4526,109461,,,,,,,,00,42,13.2,+,06,11,42,00,47,23.6,+,06,44,27,121.13,-56.12,5.99,,,+0.94,,+0.70,,,,G8III,,+0.014,-0.015,,,+014,V,,,,,,,,
217,61    Psc,BD+20  105,4568,74280,,,,,,,,00,42,36.4,+,20,22,44,00,47,54.8,+,20,55,31,121.82,-41.94,6.54,,,+0.50,,+0.03,,,,F8V,,+0.157,+0.006,,+.022,+001,V,,,,,,,,*
218,,BD-18  127,4585,147451,,I,,,,,,00,42,44.3,-,18,36,30,00,47,43.3,-,18,03,41,117.34,-80.89,5.70,,,+1.30,,+1.46,,,,K3III,,+0.043,+0.031,,,+002,V,,,,,,,,
219,24Eta Cas,BD+57  150,4614,21732,,I,:,,671,,,00,43,03.0,+,57,17,06,00,49,06.0,+,57,48,57,122.60,-05.05,3.44,,,+0.57,,+0.01,,+0.36,,F9V+dM0,,+1.100,-0.529,,+.176,+009,SB1O,=<,6,,4.0,11.6,AB,8,*
220,,BD-22  134,4622,166585,1018,,,,,,,00,43,04.1,-,22,16,05,00,48,01.1,-,21,43,21,114.55,-84.54,5.57,,,-0.06,,-0.12,,,,B9V,,+0.028,-0.011,,,+021,V,,53,,,,,,
221,62    Psc,BD+06  105,4627,109470,,,,,,,,00,43,06.0,+,06,45,14,00,48,17.4,+,07,18,00,121.55,-55.56,5.93,,,+1.10,,+1.00,,,,G8III,,+0.111,+0.004,,,-000,V?,,,,,,,,
222,,BD+04  123,4628,109471,1019,,,W,,,,00,43,08.2,+,04,46,00,00,48,23.0,+,05,16,50,121.49,-57.57,5.75,,,+0.88,,+0.59,,+0.47,,K2V,,+0.758,-1.146,,+.145,-013,V,,,,4.6,181.2,,,
