HR,GLON,GLAT,Vmag
922,137.14,5,5.89
923,148.7,-15.49,6.05
924,163.84,-36.22,6.49
925,-172.7,-52.98,5.26
926,176.17,-46.77,6.05
927,157.53,-28.47,6.8
928,157.53,-28.47,7
929,-100.64,-57.5,5.82
930,143.14,-5.21,6.31
931,166.31,-38.06,5.62
932,132.11,14.08,4.87
933,145.59,-9.47,6.41
934,-82.57,-50.34,5.11
935,-174.13,-51.62,5.27
936,148.98,-14.9,2.12
937,144.58,-7.39,4.05
938,162.98,-34.21,6.11
939,-70.07,-41.76,5.53
940,162.53,-33.35,6.27
941,147.12,-11.43,3.8
942,170.83,-41.3,6.28
943,-137.72,-59.84,6.19
944,156.01,-24.78,5.72
945,156.9,-25.75,6.42
946,157.54,-26.48,6.02
947,150.23,-15.73,4.63
948,168.4,-38.41,5.98
949,146.06,-8.71,6.33
950,148.87,-13.3,6.15
951,162.6,-32.14,4.35
952,167.61,-37.4,6.12
953,-145.37,-58.5,6.38
954,157.68,-25.95,5.79
955,-175.81,-49.29,6.05
956,145.96,-8.25,5.9
957,-158.71,-55.78,6.26
958,173.4,-41.99,5.56
959,-72.93,-43.42,6.15
960,-98.78,-55.59,6.12
961,130.66,17.16,5.45
962,-178.5,-47.34,5.06
963,-135.25,-59.04,3.87
964,141.57,-0.41,5.79
965,126.5,23.2,5.61
966,149.24,-12.92,6.07
967,137.24,6.93,6.36
968,-106.18,-56.96,5.93
969,144.89,-5.66,5.03
970,-121.79,-58.76,6.27
971,156.23,-22.85,5.52
972,162.38,-30.62,4.89
973,147.87,-10.41,6.16
974,-133.64,-58.76,6.16
975,154.91,-20.9,6.31
976,153.87,-19.35,6.25
977,-86.7,-50.9,5.74
978,155.47,-21.36,6.06
979,150.73,-14.39,6.45
980,-140.59,-58,6.25
981,-64.66,-36.05,5.57
982,148.85,-11.36,5.47
983,-172.14,-49.63,6.17
984,-168.42,-51.31,4.8
985,137.46,7.06,4.84
986,151.51,-15.34,5.96
987,145.6,-6.06,5.15
988,-167.81,-51.33,6.14
989,145.74,-6.12,5.03
990,-131.63,-58.26,6.65
991,154.63,-19.43,4.82
992,-177.48,-46.1,5.38
993,-135.39,-57.71,5.91
994,-146.74,-56.46,4.88
995,159.34,-25.11,5.9
996,178.22,-43.08,4.83
997,-153.38,-55.15,5.71
998,-101.19,-54.94,5.85
999,158.14,-23.46,4.47
1000,160.37,-26.17,6.12
1001,146.67,-6.74,5.93
1002,149.81,-11.58,4.95
1003,-147.91,-56,3.69
1004,-143.79,-56.59,5.61
1005,163.66,-29.64,5.28
1006,-80.88,-47.22,5.54
1007,178.32,-42.54,5.69
1008,-109.22,-56.11,4.27
1009,138.46,6.44,5.23
1010,-81,-47.23,5.24
1011,146.78,-6.5,5.29
1012,159.43,-24.38,5.52
1013,-139.25,-56.82,6.39
1014,-76.17,-44.38,6.05
1015,164.27,-29.73,5.09
1016,-144.46,-56.07,5.52
1017,146.57,-5.86,1.79
1018,-140.96,-56.3,6.35
1019,156.09,-19.3,5.61
1020,144.5,-2.36,6.51
1021,-101.6,-54.29,6.39
1022,161.78,-26.39,5.5
1023,177.72,-41.26,6.38
1024,-168.2,-49.2,6.2
1025,-66.34,-37.01,5.52
1026,151.58,-12.91,6.51
1027,164.58,-29.43,6.08
1028,170.87,-35.66,6.04
1029,147.2,-6.33,6.09
1030,174.12,-38.16,3.6
1031,-128.05,-56.71,6.5
1032,134.7,12.72,6.32
1033,141.25,3.09,6.49
1034,147.52,-6.19,4.98
1035,141.5,2.88,4.21
1036,166.64,-30.61,6.57
1037,147.19,-5.46,5.58
1038,174.01,-37.25,3.74
1039,171.47,-35.06,6.28
1040,142.19,2.06,4.54
1041,156.6,-18.61,5.61
1042,-122.26,-56.16,6.39
1043,141.94,2.49,6.13
1044,147.45,-5.7,4.67
1045,-137.63,-55.7,5.93
1046,144.14,-0.75,5.09
1047,148.93,-7.8,6.24
1048,163.95,-27.29,6.03
1049,-112.22,-55.3,6.32
1050,-162.65,-50.01,5.73
1051,148.42,-6.73,5.82
1052,148.48,-6.83,4.36
1053,-73.93,-42.15,6.15
1054,-122.73,-55.85,5.71
1055,134.1,14.14,6.57
1056,147.9,-5.74,6.29
1058,-122.44,-55.71,6.5
1059,147.84,-5.56,6.39
1060,-168.14,-47.34,5.99
1061,173.32,-35.55,5.14
1062,-160.45,-50.32,5.59
1063,148.68,-6.65,5.47
1064,-74.35,-42.24,5.96
1065,161.21,-23.17,5.96
1066,172.07,-34.32,4.11
1067,178.04,-39.07,5.94
1068,142.64,2.24,6.4
1069,149.87,-8.22,5.31
1070,-170.04,-46.18,4.73
1071,143.17,1.52,6.37
1072,150.61,-9.18,6.41
1073,144.84,-0.84,5.98
1074,156.32,-16.75,5.9
1075,-110.79,-54.41,5.78
1076,-112.94,-54.61,6.12
1077,142.05,3.39,6.46
1078,153.72,-13.09,5.81
1079,175.51,-36.55,5.77
1080,132.81,16.2,6.27
1081,-103.13,-53,5.99
1082,-140.17,-54.18,6.38
1083,-81.64,-45.94,4.72
1084,-164.14,-48.04,3.73
1085,168.8,-30.19,6.17
1086,163.95,-25.14,5.92
1087,149.17,-6.09,4.23
1088,-146.48,-52.78,4.27
1089,178.7,-38.17,6.49
1090,-98.71,-51.65,5.68
1091,-163.31,-47.9,6.25
1092,-77.77,-43.68,5.83
1093,-130.77,-54.48,6.2
1094,144.23,1.13,6.3
1095,-129.39,-54.4,6.4
1096,-84.28,-46.68,6.41
1097,152.76,-10.44,6.42
1098,-161.34,-48.26,5.57
1099,-175.09,-41.57,5.71
1100,-152.53,-50.85,5.23
1101,-174.88,-41.66,4.28
1102,171.46,-31.35,6.39
1103,167.43,-27.13,6.5
1104,-78.87,-43.84,6.75
1105,140.84,6.44,5.1
1106,-115.15,-53.51,4.58
1107,125.76,24.91,5.86
1108,-165.71,-45.81,5.85
1109,-66.21,-35.8,5.7
1110,170.9,-30.28,6.16
1111,-167.73,-44.75,5.96
1112,142.87,3.9,5.76
1113,156.37,-14.04,5.57
1114,-135.84,-53.08,6.01
1115,-176.99,-39.42,5.57
1116,-170.18,-43.37,6.23
1117,-161.72,-47.14,6.19
1118,164.54,-23.55,6.11
1119,-172.62,-41.97,6.12
1120,-155.17,-49.12,6.33
1121,-167.9,-44.18,5.53
1122,150.28,-5.77,3.01
1123,158.92,-16.7,4.97
1124,138.68,9.84,5.8
1125,-159.64,-47.4,6.49
1126,169,-27.51,5.69
1127,149.99,-5.06,6.06
1128,-148.73,-50.46,6.59
1129,141.1,6.81,4.8
1130,151.56,-6.92,6.11
1131,160.36,-17.74,3.83
1132,169.31,-27.3,6.14
1133,157.64,-14.49,5.59
1134,-129.12,-52.77,5
1135,153.83,-9.63,3.77
1136,-161.9,-46,3.54
1137,168.47,-26.26,6.1
1138,136.55,12.86,5.44
1139,-160.95,-46.28,5.6
1140,166.04,-23.73,5.46
1141,152,-7.11,5.66
1142,166.18,-23.85,3.7
1143,-120.24,-52.69,4.59
1144,165.7,-23.26,5.64
1145,165.98,-23.53,4.3
1146,-171.68,-41.08,5.25
1147,145.85,1.1,6.1
1148,136.31,13.27,4.63
1149,166.17,-23.51,3.87
1150,-172.52,-40.49,5.55
1151,166.05,-23.36,5.76
1152,166.09,-23.36,6.43
1153,-178.72,-36.39,5.35
1154,-66.52,-35.59,6.29
1155,140.02,8.75,4.47
1156,166.57,-23.75,4.18
1157,-114.81,-52.14,6.45
1158,141.45,7.03,5.85
1159,-179.33,-35.81,5.91
1160,149.16,-2.9,6.14
1161,145.3,2.19,6.46
1162,-158.45,-46.47,4.42
1163,160.08,-16.25,6.57
1164,161.02,-17.33,6.25
1165,166.67,-23.45,2.87
1166,138.26,11.18,6.32
1167,-103.24,-50.51,6.49
1168,-94.2,-48.46,6.3
1169,-104.33,-50.63,5.73
1170,153.52,-8.1,6.02
1171,-133.19,-51.61,5.9
1172,167.33,-23.83,5.45
1173,-142.66,-50.32,4.23
1174,177.17,-32.53,5.07
1175,-80.76,-43.54,3.85
1176,153.02,-7.22,5.66
1177,160.7,-16.42,5.11
1178,167.01,-23.23,3.63
1179,-132.25,-51.5,6.55
1180,166.96,-23.17,5.09
1181,-141.63,-50.3,5.24
1182,-172.35,-39.43,5.91
1183,167.37,-23.4,6.17
1184,-131.81,-51.4,5.54
1185,168.5,-24.44,6.07
1186,-122.26,-51.73,6.21
1187,-145.96,-49.27,5.81
1188,166.1,-21.93,5.26
1189,-119.83,-51.53,5.4
1190,-119.83,-51.53,4.73
1191,160.23,-15.14,5.77
1192,145.22,3.22,5.8
1193,168.97,-24.32,6.83
1194,176.12,-30.7,6.3
1195,-122.12,-51.4,4.17
1196,136.36,13.96,6.34
1197,162.44,-17.52,6.25
1198,151.15,-3.98,5.76
1199,-177.93,-34.88,5.67
1200,-121.76,-51.16,6.86
1201,172.94,-27.41,5.97
1202,-165.51,-41.74,5.48
1203,162.29,-16.69,2.85
1204,142.28,7.42,5.03
1205,143.53,5.9,5
1206,-148.94,-47.44,6.22
1207,151.94,-4.33,5.37
1208,-70.87,-37.8,3.24
1209,163.08,-17.14,6.1
1210,150.2,-2.1,5.28
1211,-167.91,-40.1,6.14
1212,-167.9,-40.1,4.79
1213,-140,-49.14,4.65
1214,-124.43,-50.53,5.11
1215,160.47,-13.97,5.49
1216,-105.57,-49.37,5.93
1217,-157.03,-44.47,6
1218,169.59,-23.16,5.63
1219,-115.62,-50.23,5.71
1220,157.35,-10.09,2.89
1221,169.1,-22.63,6.06
1222,168.19,-21.64,6.16
1223,160.9,-13.96,6.53
1224,-176.51,-34.22,6.09
1225,-159.71,-43.1,6.19
1226,158.23,-10.89,6.3
1227,-97.21,-47.64,6.46
1228,160.37,-13.11,4.04
1229,158.42,-10.75,6.38
1230,130.51,20.91,5.1
1231,-154.84,-44.47,2.95
1232,-164.32,-40.48,5.83
1233,-179.93,-30.98,6.37
1234,159.9,-11.91,6.41
1235,-155.8,-43.75,5.6
1236,-83.26,-43.11,6.14
1237,174.34,-26.15,6.32
1238,173.65,-25.5,5.89
1239,178.37,-29.38,3.47
1240,-140.35,-47.62,4.66
1241,139.15,12.18,5.87
1242,145.51,5.03,5.06
1243,-179.24,-30.8,5.67
1244,-168.12,-37.81,5.28
1245,-91.5,-45.53,6.05
1246,-130.77,-48.71,5.93
1247,-85.98,-43.78,4.56
1248,141.38,9.91,6.17
1249,-169.26,-36.87,5.38
1250,-99.18,-47.14,6.51
1251,-175.32,-33.06,3.91
1252,169.67,-20.79,5.47
1253,-174.69,-33.28,5.33
1254,-177.22,-31.53,5.46
1255,149.18,1.4,6.31
1256,171.28,-22.15,4.36
1257,-172.1,-34.77,5.36
1258,-145.43,-45.74,6.46
1259,-145.38,-45.7,7.01
1260,143.68,7.66,6.99
1261,151.63,-1.32,4.29
1262,171.44,-22.1,5.9
1263,-150.06,-44.34,6.39
1264,-85.19,-43.21,4.51
1265,-154.83,-42.77,5.61
1266,-86.56,-43.64,4.97
1267,-144.97,-45.53,6.13
1268,167.43,-17.96,5.2
1269,166.46,-16.9,5.23
1270,145.48,6.01,6.28
1271,-60.8,-30.56,6.41
1272,-159.3,-40.65,6.26
1273,153.65,-3.04,4.04
1274,-144.68,-45.33,6.34
1275,-134.69,-47.18,5.59
1276,148.92,2.27,6.18
1277,160.43,-10.42,6.09
1278,160.27,-10.15,5.51
1279,177.38,-26.33,6.01
1280,175.63,-24.83,5.89
1281,137.15,15.1,6.03
1282,139.73,12.48,6.32
1283,174,-23.09,5.5
1284,179.11,-27.24,5.95
1285,-112.07,-47.57,6.59
1286,163.77,-13.03,5.72
1287,168.96,-18.08,5.41
1288,-149.68,-43.12,5.37
1289,128.4,23.4,5.57
1290,-160.81,-38.76,5.44
1291,-107.79,-47.02,6.59
1292,-173.42,-31.73,5.72
1293,-158.6,-39.58,5.7
1294,-83.11,-41.65,6.38
1295,176.47,-24.06,6.09
1296,147.69,4.73,6.08
1297,172.42,-20.55,6.12
1298,-160.68,-38.39,4.04
1299,-123.37,-47.05,6.44
1300,-144.28,-43.99,5.79
1301,161.1,-9.47,6.45
1302,-113.5,-47.02,4.93
1303,153.94,-1.82,4.14
1304,128.84,23.15,5.46
1305,144.78,8.04,5.7
1306,159.45,-7.54,4.71
1307,-177.31,-28.42,6.23
1308,-176.14,-29.25,6.51
1309,-175.07,-29.96,5.29
1310,-179.49,-26.76,6.25
1311,-176.4,-28.94,4.84
1312,-166.46,-35.07,6.44
1313,147.62,5.21,5.71
1314,150.54,2.13,5.19
1315,-176.96,-28.34,5.22
1316,-110.09,-46.51,6.71
1317,130.89,21.5,5.43
1318,-156.42,-39.45,4.87
1319,178.59,-24.7,6.32
1320,-175.79,-28.85,4.29
1321,-173.34,-30.5,6.93
1322,-173.32,-30.5,6.31
1323,-115.93,-46.58,6.37
1324,153.02,-0.09,4.61
1325,-159.28,-38,4.43
1326,-113.12,-46.41,3.86
1327,142.72,10.66,5.27
1328,158.72,-5.93,6.22
1329,174.61,-21.03,4.94
1330,153.3,-0.16,5.45
1331,173.99,-20.17,5.65
1332,-160.24,-37.03,5.94
1333,152.8,0.57,5.55
1334,-175.83,-27.93,6.54
1335,146,7.67,5.39
1336,-85.68,-41.65,3.35
1337,159.24,-5.89,5.92
1338,-100.16,-44.79,4.25
1339,174.52,-20.28,5.35
1340,-86.06,-41.72,5.45
1341,174.04,-19.83,5.38
1342,149.03,4.7,5.88
1343,164.47,-10.95,4.93
1344,166.35,-12.81,6.16
1345,-143.13,-42.62,6
1346,179.08,-23.82,3.65
1347,-125.33,-45.47,3.56
1348,169.83,-15.94,4.95
1349,-176.19,-27.3,6.31
1350,156.08,-2.4,4.85
1351,-179.54,-24.8,5.59
1352,146.91,6.99,6.19
1353,-140.16,-43.21,6.07
1354,176.61,-21.69,6.12
1355,-89.8,-42.56,4.44
1356,179.67,-24.01,5.26
1357,-87.7,-42.01,6.37
1358,-179.24,-24.74,6.17
1359,-125.14,-45.24,6.37
1360,-172.39,-29.49,5.77
1361,-175.19,-27.62,6.53
1362,-159.98,-36.2,6.27
1363,-158.5,-36.83,5.85
1364,-110.39,-45.32,5.34
1365,-98.41,-44.09,6.09
1366,-166.25,-32.85,5.86
1367,-142.99,-42.07,5.38
1368,-179.22,-24.38,5.72
1369,171.51,-16.74,5.37
1370,175.26,-19.97,5.91
1371,159.24,-5.01,6.23
1372,-84.91,-41.01,5.87
1373,178.01,-22.01,3.76
1374,-136.27,-43.3,6.01
1375,175.32,-19.66,5.99
1376,178.73,-22.41,5.64
1377,165.38,-10.65,5.73
1378,172.76,-17.39,6.36
1379,165.53,-10.75,5.76
1380,178.29,-21.86,4.8
1381,-174.89,-26.88,5.12
1382,148.74,5.96,6.32
1383,-162.18,-34.3,5.17
1384,-137.25,-42.75,5.83
1385,177.12,-20.68,5.98
1386,-122.72,-44.56,6.39
1387,174.56,-18.48,4.22
1388,174.65,-18.54,5.28
1389,178.12,-21.3,4.29
1390,167.62,-12.24,5.28
1391,179.79,-22.54,6.46
1392,174.3,-17.98,4.28
1393,-124.83,-44.23,3.96
1394,-179.82,-22.6,4.49
1395,-84.99,-40.52,5.24
1396,-179.01,-23.12,4.69
1397,-173.7,-26.9,6.06
1398,-123.77,-44.12,6.55
1399,174.31,-17.69,5.53
1400,-167.5,-30.5,6.23
1401,137.89,16.48,5.94
1402,-175.84,-25.11,5.88
1403,175.52,-18.46,5.72
1404,-110.65,-44.24,6.39
1405,-93.09,-42.27,6.29
1406,168.85,-12.53,6.4
1407,179.9,-21.75,4.97
1408,-178.74,-22.77,5.9
1409,177.6,-19.92,3.53
1410,-138,-41.69,6.11
1411,-179.74,-21.97,3.84
1412,-179.65,-22.01,3.4
1413,-167.12,-30.4,6.15
1414,-177.22,-23.73,5.03
1415,-166.58,-30.57,5.55
1416,-87.82,-40.92,5.94
1417,151.91,3.95,5.77
1418,-106.83,-43.71,6.1
1419,167.52,-10.85,6.21
1420,-174.87,-25.09,6.79
1421,-143.66,-39.91,5.96
1422,-179.22,-21.88,5.58
1423,-151.22,-37.4,5.6
1424,162.01,-5.62,6.26
1425,-174.59,-25.18,6.48
1426,-66.2,-32.9,5.69
1427,-179.62,-21.45,4.78
1428,-179.18,-21.75,5.48
1429,-113.73,-43.8,6.44
1430,-177.51,-22.97,5.4
1431,-150.46,-37.39,6.24
1432,-179.12,-21.42,6.02
1433,-107.46,-43.37,6.16
1434,160.02,-3.27,6.09
1435,-86.36,-40.2,5.75
1436,-169.86,-27.59,6.39
1437,-164.66,-30.63,4.91
1438,-150.25,-37.13,6.21
1439,-122.38,-43.04,5.96
1440,144.54,11.3,5.94
1441,-161.38,-32.1,5.81
1442,179.34,-19.76,6.25
1443,-109.63,-43.22,5.07
1444,-177.95,-21.67,4.65
1445,170.77,-12.53,5.88
1446,-173.23,-24.93,6.01
1447,-153.22,-35.5,6.06
1448,-169.68,-27.08,5.68
1449,-157.53,-33.55,5.72
1450,-157.38,-33.52,6.09
1451,-155.9,-34.18,5.11
1452,-155.1,-34.51,5.26
1453,-130.15,-41.59,4.51
1454,161.76,-4.03,4.25
1455,178.14,-18.19,6.36
1456,-64.93,-32.05,5.79
1457,-179.03,-20.25,0.85
1458,-173.6,-24.13,4.25
1459,175.47,-15.85,6.02
1460,-154.13,-34.63,6.37
1461,-142.45,-38.65,6.13
1462,-160.47,-31.57,6.33
1463,-160.69,-31.38,3.93
1464,-128.99,-41.31,3.82
1465,-96.17,-41.42,3.27
1466,153.03,4.53,5.35
1467,153.32,4.26,5.05
1468,135.05,19.65,6.49
1469,-164.87,-28.94,5.31
1470,172.92,-13.2,6.47
1471,177.88,-17.22,5.92
1472,-178.28,-20.12,5.79
1473,-175.26,-22.24,4.27
1474,-161.39,-30.66,5.23
1475,-86.26,-39.47,5.79
1476,-128.72,-41.06,6.3
1477,174.41,-14.15,6.22
1478,-177.93,-20.07,5.07
1479,-178.01,-19.97,4.69
1480,-171.01,-24.76,5.39
1481,-148.68,-35.89,3.87
1482,157.06,1.28,5.67
1483,-151.04,-34.85,5.01
1484,-174.69,-22.05,5.46
1485,-63.69,-31.26,6.76
1486,148.73,8.83,6.5
1487,-148.48,-35.66,5.45
1488,-162.48,-29.46,6.1
1489,164.66,-5.27,5.99
1490,172.02,-11.64,5.78
1491,135.73,19.4,6.06
1492,-87.33,-39.34,5.4
1493,156.02,2.62,5.87
1494,160.95,-1.78,5.29
1495,-136.42,-38.91,5.58
1496,-142.21,-37.36,4.32
1497,176.64,-15.07,4.28
1498,-100.76,-41.23,6.44
1499,175.88,-14.19,6.13
1500,163.06,-3.28,6.08
1501,169.06,-8.49,6.45
1502,-113.85,-41.49,4.45
1503,-120.08,-40.91,5.05
1504,-91.4,-39.73,6.53
1505,-154.04,-32.37,6.82
1506,-154.04,-32.37,6.7
1507,-173.1,-21.8,5.4
1508,-154.28,-32.12,5.9
1509,-128.32,-39.74,5.68
1510,140.05,16.55,6.37
1511,151.27,7.54,5.3
1512,176.62,-14.03,6.35
1513,-143.02,-36.2,5.53
1514,163.73,-3.23,5.97
1515,152.18,6.81,6.26
1516,-102.42,-40.79,5.31
1517,-179.29,-16.93,6.01
1518,-114.88,-40.87,6.25
1519,-173.35,-21.16,5.37
1520,-159.47,-29.34,4.02
1521,-139.85,-36.87,5.72
1522,-159.64,-28.99,6.33
1523,131.38,22.78,5.07
1524,-124.04,-39.75,6.86
1525,-131.49,-38.47,6.19
1526,-117.09,-40.35,6.05
1527,146.25,12.16,5.44
1528,170.03,-7.78,5.86
1529,170.91,-8.52,5.58
1530,-90.56,-39.05,5.27
1531,-69.42,-33.35,6.05
1532,-144.63,-34.81,5.51
1533,166.3,-4.57,4.88
1534,-165.61,-25.12,6.03
1535,157.78,2.79,5.66
1536,-156.61,-29.83,5.78
1537,-176.4,-17.97,6.08
1538,-145.22,-34.37,5.77
1539,-128.99,-38.6,6.37
1540,-86.25,-38.12,6.46
1541,-77.03,-35.83,5.54
1542,144.07,14.04,4.29
1543,-168.55,-23.07,3.19
1544,-170.18,-21.83,4.36
1545,-147.93,-33.12,6.26
1546,154.8,5.63,6.41
1547,-178.62,-15.91,5.1
1548,-111.01,-40.07,6.72
1549,-145.16,-33.96,5.03
1550,162.71,-0.9,5.71
1551,167.26,-4.65,4.78
1552,-167.11,-23.52,3.69
1553,-170.97,-21,6.11
1554,174.2,-10.13,5.97
1555,153.07,7.36,5.52
1556,-174.57,-18.39,4.74
1557,-114.46,-39.66,6.07
1558,161.81,0.32,6.08
1559,-122.66,-38.74,5.86
1560,-156.25,-28.78,4.39
1561,155.05,6,5.75
1562,-163.92,-24.71,5.33
1563,-98.72,-39.22,5.61
1564,-98.73,-39.22,6.42
1565,-162.96,-25.08,6.61
1566,-178.64,-14.84,6.37
1567,-163.73,-24.56,3.72
1568,154.47,6.68,4.47
1569,-171.79,-19.56,5.19
1570,-170.66,-20.25,4.65
1571,-168.56,-21.59,5.33
1572,137.71,19.17,6.06
1573,168.14,-4.4,6.07
1574,-161.78,-25.45,5.99
1575,177.35,-11.54,6.37
1576,-174.76,-17.28,5.81
1577,170.59,-6.16,2.69
1578,-166.23,-22.63,6.5
1579,-144.05,-33.06,5.7
1580,-173.37,-18.05,4.07
1581,-144.39,-32.9,5.72
1582,-156.07,-27.88,5.51
1583,-133.7,-35.91,6.72
1584,-116.54,-38.65,6.1
1585,-176.33,-15.75,5.48
1586,178.09,-11.64,5.79
1587,138.24,19,6.66
1588,155.17,6.61,6.08
1589,137.98,19.19,5.96
1590,177.24,-10.92,5.81
1591,-159.97,-25.7,6.23
1592,167.15,-2.88,4.94
1593,148.91,11.58,6.03
1594,144.19,15.03,6.19
1595,-146.5,-31.51,6.15
1596,-158.74,-26.07,6.35
1597,-92.38,-37.96,6.12
1598,-82.39,-36.31,6.41
1599,166.09,-1.79,5.95
1600,-173.88,-16.94,6.09
1601,-162.44,-24.02,4.47
1602,165.9,-1.61,6.58
1603,149.57,11.38,4.03
1604,-144.03,-32.06,5.66
1605,162.79,1.18,2.99
1606,-75.68,-34.57,6.28
1607,-145.68,-31.33,7.71
1608,-150.45,-29.41,5.38
1609,-163.93,-22.61,7.03
1610,-163.93,-22.6,6.66
1611,-148.06,-30.34,4.79
1612,165.02,-0.43,3.75
1613,-158.55,-25.45,6.32
1614,-154.93,-27.18,6.22
1615,164.82,-0.08,6.14
1616,127.17,25.68,6.51
1617,-153.41,-27.69,4.81
1618,-161.05,-23.81,5.92
1619,-161.86,-23.33,6.24
1620,-179.23,-12.06,4.64
1621,-139.73,-32.85,4.91
1622,150.99,10.8,5.08
1623,150.95,10.83,6.08
1624,149.19,12.11,6.04
1625,-156.18,-26.03,5.85
1626,173.66,-6.57,6.14
1627,172.25,-5.41,6.62
1628,-132.55,-34.62,5.02
1629,-72.88,-33.55,5.47
1630,154.75,8.14,7.24
1631,-116.26,-37.38,6.03
1632,175.98,-8.17,6.6
1633,-178.79,-12.01,6.19
1634,-136.51,-33.46,5.75
1635,-126,-35.92,5.94
1636,142.12,17.12,6.41
1637,157.06,6.51,5
1638,-173.82,-15.35,4.68
1639,169.53,-3,6.52
1640,-145.67,-30.21,6.41
1641,165.35,0.27,3.17
1642,-177.4,-12.64,6.44
1643,138.39,19.58,5.43
1644,163.84,1.49,6.2
1645,-134.6,-33.7,5.61
1646,-157.04,-25,6.05
1647,146.23,14.54,6.41
1648,-160.99,-22.82,6.17
1649,-104.36,-37.63,5.38
1650,136.14,20.98,6.37
1651,-113.67,-37.15,6.31
1652,-121.4,-36.23,4.55
1653,-121.13,-36.26,6.34
1654,-136.75,-32.73,3.19
1655,-132.46,-33.91,5.73
1656,-176.17,-12.94,5
1657,-155.22,-25.35,5.12
1658,-177.6,-11.85,5.3
1659,179.25,-9.56,5.5
1660,-178.66,-11.09,5.89
1661,-146.68,-29.1,6.05
1662,-168.23,-18,6.17
1663,-103.83,-37.28,5.03
1664,-167.33,-18.48,5.34
1665,-147.25,-28.66,5.97
1666,-154.66,-25.31,2.79
1667,-97.77,-37.07,6.27
1668,161.2,4.29,5.68
1669,168.95,-1.49,6.02
1670,176.38,-7.06,6.01
1671,-151.05,-26.83,5.78
1672,-168.31,-17.46,5.43
1673,-155.17,-24.83,5.12
1674,-93.96,-36.72,4.72
1675,149.07,13.14,6.17
1676,-173.26,-14.21,4.82
1677,-77.23,-34.21,5.31
1678,148.38,13.65,6.5
1679,-150.86,-26.69,4.27
1680,-120.95,-35.5,6.52
1681,-158.72,-22.67,6.1
1682,-69.29,-32.05,6.29
1683,139.23,19.59,5.74
1684,-173.37,-13.57,5.18
1685,-157,-23.29,6.25
1686,133.74,22.65,5.05
1687,-156.73,-23.33,5.9
1688,151.3,11.99,6.15
1689,168.35,-0.3,4.86
1690,-159.52,-21.79,6.67
1691,-160,-21.51,5.89
1692,156.46,8.45,6.2
1693,-147.45,-27.51,5.68
1694,-132.31,-32.67,6.41
1695,-86.75,-35.61,5.2
1696,-147.33,-27.32,4.45
1697,-153.09,-24.67,5.91
1698,-161.48,-20.27,4.46
1699,-118.78,-35.12,6.57
1700,-75.33,-33.45,6.27
1701,-160.63,-20.66,6.09
1702,-142.75,-28.91,3.31
1703,-159.29,-21.31,6.32
1704,-150.93,-25.44,6.37
1705,-146.12,-27.55,4.36
1706,173.3,-3.35,5.02
1707,156.37,8.97,6.5
1708,162.58,4.57,0.08
1709,-163.38,-18.79,5.5
1710,-144.31,-28.05,6.21
1711,-178.12,-9.32,6.27
1712,172.08,-2.26,5.96
1713,-150.76,-25.25,0.12
1714,127.54,25.79,6.6
1715,-120.57,-34.41,6.98
1716,-64.77,-30.47,5.85
1717,-157.24,-21.93,6.15
1718,-168.7,-15.25,5.56
1719,152.71,11.75,6.13
1720,148.85,14.29,5.61
1721,-120.35,-34.3,5.76
1722,165.38,2.95,5.48
1723,-130.78,-31.97,5.07
1724,-160.19,-19.99,6.42
1725,167.33,1.68,6.18
1726,173.07,-2.48,4.54
1727,-100.8,-35.84,6.05
1728,172.77,-2.23,6.14
1729,167.67,1.54,4.71
1730,-121.54,-33.84,6.66
1731,-141.36,-28.4,6.56
1732,172.86,-2.13,5.41
1733,164.22,4.15,6.62
1734,172.72,-1.92,6.49
1735,-151.72,-23.96,3.6
1736,162.18,5.68,6.54
1737,-145.03,-26.8,5.5
1738,166.99,2.28,5.52
1739,-177.46,-8.7,4.94
1740,172.81,-1.83,5.03
1741,-175.82,-9.8,6.08
1742,-100.61,-35.57,6.49
1743,-121.49,-33.49,4.83
1744,-82.36,-34.26,4.83
1745,135.11,22.4,6.56
1746,-160.46,-19.12,5.34
1747,-140.12,-28.33,5.96
1748,-156.68,-21,6.34
1749,166.56,2.93,5.23
1750,177.88,-5.08,6.33
1751,153.49,11.88,5.28
1752,176.57,-4.12,5.76
1753,-139.66,-28.36,6.36
1754,-139.67,-28.36,6.54
1755,-175.32,-9.64,6.18
1756,-145.17,-26.24,4.29
1757,-146,-25.79,5.3
1758,-130.01,-31.24,5.99
1759,-152.81,-22.66,6.39
1760,167.31,2.65,5.54
1761,-161.47,-17.95,6.57
1762,-136.65,-29.07,4.71
1763,-165.38,-15.61,5.8
1764,-157.36,-20.09,5.68
1765,-157.37,-20.03,4.73
1766,-121.57,-32.88,6.34
1767,-102.53,-34.98,5.45
1768,177.36,-4.09,6.46
1769,-144.33,-25.96,6.56
1770,-160.84,-17.86,5
1771,-132.7,-29.95,5.06
1772,-121.93,-32.61,6.09
1773,170.52,0.88,4.99
1774,-172.32,-10.82,6.08
1775,175.62,-2.58,6.28
1776,175.69,-2.63,5.94
1777,-162.36,-16.82,6.35
1778,-149.5,-23.39,5.9
1779,172.68,-0.44,6.55
1780,-172.8,-10.29,4.99
1781,-157.32,-19.49,5.7
1782,-156.65,-19.8,6.11
1783,-143.98,-25.67,5.25
